country,year,cancer_type,gender,incident_count,i_crude_rate,mortality_count,m_crude_rate
Australia,2003,OESOPHAGEAL,F,401,4.0,363,3.7
Australia,2004,OESOPHAGEAL,F,403,4.0,316,3.1
Australia,2005,OESOPHAGEAL,F,361,3.6,371,3.7
Australia,2006,OESOPHAGEAL,F,369,3.6,348,3.4
Australia,2007,OESOPHAGEAL,F,406,3.9,324,3.1
Australia,2008,OESOPHAGEAL,F,384,3.6,363,3.4
Australia,2009,OESOPHAGEAL,F,376,3.5,353,3.2
Australia,2010,OESOPHAGEAL,F,414,3.7,331,3.0
Australia,2011,OESOPHAGEAL,F,409,3.6,336,3.0
Australia,2012,OESOPHAGEAL,F,419,3.7,331,2.9
Australia,2013,OESOPHAGEAL,F,419,3.6,370,3.2
Australia,2014,OESOPHAGEAL,F,429,3.6,322,2.7
Australia,2015,OESOPHAGEAL,F,,,380,3.2
Australia,1968,OESOPHAGEAL,P,,,365,3.0
Australia,1969,OESOPHAGEAL,P,,,348,2.8
Australia,1970,OESOPHAGEAL,P,,,397,3.2
Australia,1971,OESOPHAGEAL,P,,,389,3.0
Australia,1972,OESOPHAGEAL,P,,,421,3.2
Australia,1973,OESOPHAGEAL,P,,,447,3.3
Australia,1974,OESOPHAGEAL,P,,,430,3.1
Australia,1975,OESOPHAGEAL,P,,,500,3.6
Australia,1976,OESOPHAGEAL,P,,,493,3.5
Australia,1977,OESOPHAGEAL,P,,,522,3.7
Australia,1978,OESOPHAGEAL,P,,,537,3.7
Australia,1979,OESOPHAGEAL,P,,,520,3.6
Australia,1980,OESOPHAGEAL,P,,,512,3.5
Australia,1981,OESOPHAGEAL,P,,,552,3.7
Australia,1982,OESOPHAGEAL,P,537,3.5,527,3.5
Australia,1983,OESOPHAGEAL,P,607,3.9,585,3.8
Australia,1984,OESOPHAGEAL,P,668,4.3,616,4.0
Australia,1985,OESOPHAGEAL,P,663,4.2,677,4.3
Australia,1986,OESOPHAGEAL,P,641,4.0,618,3.9
Australia,1987,OESOPHAGEAL,P,760,4.7,696,4.3
Australia,1988,OESOPHAGEAL,P,840,5.1,786,4.8
Australia,1989,OESOPHAGEAL,P,732,4.4,774,4.6
Australia,1990,OESOPHAGEAL,P,802,4.7,725,4.2
Australia,1991,OESOPHAGEAL,P,848,4.9,796,4.6
Australia,1992,OESOPHAGEAL,P,860,4.9,813,4.7
Australia,1993,OESOPHAGEAL,P,918,5.2,829,4.7
Australia,1994,OESOPHAGEAL,P,956,5.4,875,4.9
Australia,1995,OESOPHAGEAL,P,948,5.3,910,5.1
Australia,1996,OESOPHAGEAL,P,989,5.4,930,5.1
Australia,1997,OESOPHAGEAL,P,977,5.3,945,5.1
Australia,1998,OESOPHAGEAL,P,"1,005",5.4,976,5.2
Australia,1999,OESOPHAGEAL,P,"1,086",5.8,940,5.0
Australia,2000,OESOPHAGEAL,P,"1,082",5.7,971,5.1
Australia,2001,OESOPHAGEAL,P,"1,088",5.6,"1,040",5.4
Australia,2002,OESOPHAGEAL,P,"1,088",5.6,"1,005",5.2
Australia,2003,OESOPHAGEAL,P,"1,169",5.9,"1,130",5.7
Australia,2004,OESOPHAGEAL,P,"1,225",6.1,"1,088",5.5
Australia,2005,OESOPHAGEAL,P,"1,180",5.8,"1,176",5.8
Australia,2006,OESOPHAGEAL,P,"1,242",6.1,"1,156",5.7
Australia,2007,OESOPHAGEAL,P,"1,282",6.2,"1,118",5.4
Australia,2008,OESOPHAGEAL,P,"1,316",6.2,"1,207",5.7
Australia,2009,OESOPHAGEAL,P,"1,280",5.9,"1,176",5.4
Australia,2010,OESOPHAGEAL,P,"1,423",6.5,"1,196",5.4
Australia,2011,OESOPHAGEAL,P,"1,410",6.3,"1,240",5.6
Australia,2012,OESOPHAGEAL,P,"1,405",6.2,"1,218",5.4
Australia,2013,OESOPHAGEAL,P,"1,418",6.1,"1,260",5.5
Australia,2014,OESOPHAGEAL,P,"1,457",6.2,"1,197",5.1
Australia,2015,OESOPHAGEAL,P,,,"1,329",5.6
Australia,1968,THYROID,P,,,19,0.3
Australia,1969,THYROID,P,,,17,0.3
Australia,1970,THYROID,P,,,24,0.4
Australia,1971,THYROID,P,,,28,0.4
Australia,1972,THYROID,P,,,15,0.2
Australia,1973,THYROID,P,,,13,0.2
Australia,1974,THYROID,P,,,21,0.3
Australia,1975,THYROID,P,,,25,0.4
Australia,1976,THYROID,P,,,28,0.4
Australia,1977,THYROID,P,,,14,0.2
Australia,1978,THYROID,P,,,15,0.2
Australia,1979,THYROID,P,,,25,0.3
Australia,1980,THYROID,P,,,15,0.2
Australia,1981,THYROID,P,,,16,0.2
Australia,1982,THYROID,P,105,1.4,27,0.4
Australia,1983,THYROID,P,102,1.3,22,0.3
Australia,1984,THYROID,P,115,1.5,30,0.4
Australia,1985,THYROID,P,123,1.6,14,0.2
Australia,1986,THYROID,P,116,1.4,27,0.3
Australia,1987,THYROID,P,114,1.4,31,0.4
Australia,1988,THYROID,P,125,1.5,18,0.2
Australia,1989,THYROID,P,140,1.7,19,0.2
Australia,1990,THYROID,P,153,1.8,46,0.5
Australia,1991,THYROID,P,164,1.9,26,0.3
Australia,1992,THYROID,P,179,2.1,37,0.4
Australia,1993,THYROID,P,151,1.7,30,0.3
Australia,1994,THYROID,P,184,2.1,24,0.3
Australia,1995,THYROID,P,201,2.2,22,0.2
Australia,1996,THYROID,P,246,2.7,29,0.3
Australia,1997,THYROID,P,227,2.5,35,0.4
Australia,1998,THYROID,P,264,2.9,37,0.4
Australia,1999,THYROID,P,252,2.7,36,0.4
Australia,2000,THYROID,P,278,2.9,40,0.4
Australia,2001,THYROID,P,304,3.2,34,0.4
Australia,2002,THYROID,P,287,3.0,36,0.4
Australia,2003,THYROID,P,359,3.7,42,0.4
Australia,2004,THYROID,P,377,3.8,42,0.4
Australia,2005,THYROID,P,396,4.0,37,0.4
Australia,2006,THYROID,P,393,3.9,48,0.5
Australia,2007,THYROID,P,463,4.5,40,0.4
Australia,2008,THYROID,P,525,5.0,45,0.4
Australia,2009,THYROID,P,535,5.0,49,0.5
Australia,2010,THYROID,P,555,5.1,41,0.4
Australia,2011,THYROID,P,666,6.0,43,0.4
Australia,2012,THYROID,P,661,5.8,69,0.6
Australia,2013,THYROID,P,723,6.3,62,0.5
Australia,2014,THYROID,P,689,5.9,50,0.4
Australia,2015,THYROID,P,,,65,0.5
Australia,1968,THYROID,P,,,36,0.6
Australia,1969,THYROID,P,,,50,0.8
Australia,1970,THYROID,P,,,53,0.9
Australia,1971,THYROID,P,,,43,0.7
Australia,1972,THYROID,P,,,38,0.6
Australia,1973,THYROID,P,,,52,0.8
Australia,1974,THYROID,P,,,45,0.7
Australia,1975,THYROID,P,,,40,0.6
Australia,1976,THYROID,P,,,46,0.7
Australia,1977,THYROID,P,,,44,0.6
Australia,1978,THYROID,P,,,41,0.6
Australia,1979,THYROID,P,,,50,0.7
Australia,1980,THYROID,P,,,45,0.6
Australia,1981,THYROID,P,,,45,0.6
Australia,1982,THYROID,P,258,3.4,46,0.6
Australia,1983,THYROID,P,315,4.1,54,0.7
Australia,1984,THYROID,P,292,3.7,42,0.5
Australia,1985,THYROID,P,287,3.6,51,0.6
Australia,1986,THYROID,P,308,3.8,40,0.5
Australia,1987,THYROID,P,343,4.2,43,0.5
Australia,1988,THYROID,P,350,4.2,51,0.6
Australia,1989,THYROID,P,344,4.1,43,0.5
Australia,1990,THYROID,P,378,4.4,38,0.4
Australia,1991,THYROID,P,409,4.7,33,0.4
Australia,1992,THYROID,P,507,5.8,45,0.5
Australia,1993,THYROID,P,525,5.9,48,0.5
Australia,1994,THYROID,P,544,6.1,41,0.5
Australia,1995,THYROID,P,612,6.8,41,0.5
Australia,1996,THYROID,P,650,7.1,43,0.5
Australia,1997,THYROID,P,644,6.9,38,0.4
Australia,1998,THYROID,P,726,7.8,29,0.3
Australia,1999,THYROID,P,762,8.0,45,0.5
Australia,2000,THYROID,P,790,8.2,50,0.5
Australia,2001,THYROID,P,902,9.3,54,0.6
Australia,2002,THYROID,P,927,9.4,64,0.7
Australia,2003,THYROID,P,"1,056",10.6,44,0.4
Australia,2004,THYROID,P,"1,135",11.3,51,0.5
Australia,2005,THYROID,P,"1,221",12.0,54,0.5
Australia,2006,THYROID,P,"1,278",12.4,66,0.6
Australia,2007,THYROID,P,"1,352",12.9,60,0.6
Australia,2008,THYROID,P,"1,490",14.0,63,0.6
Australia,2009,THYROID,P,"1,543",14.2,80,0.7
Australia,2010,THYROID,P,"1,730",15.6,75,0.7
Australia,2011,THYROID,P,"1,740",15.5,69,0.6
Australia,2012,THYROID,P,"1,868",16.4,61,0.5
Australia,2013,THYROID,P,"2,055",17.7,75,0.6
Australia,2014,THYROID,P,"2,004",17.0,77,0.7
Australia,2015,THYROID,P,,,80,0.7
Australia,1968,THYROID,P,,,55,0.5
Australia,1969,THYROID,P,,,67,0.5
Australia,1970,THYROID,P,,,77,0.6
Australia,1971,THYROID,P,,,71,0.5
Australia,1972,THYROID,P,,,53,0.4
Australia,1973,THYROID,P,,,65,0.5
Australia,1974,THYROID,P,,,66,0.5
Australia,1975,THYROID,P,,,65,0.5
Australia,1976,THYROID,P,,,74,0.5
Australia,1977,THYROID,P,,,58,0.4
Australia,1978,THYROID,P,,,56,0.4
Australia,1979,THYROID,P,,,75,0.5
Australia,1980,THYROID,P,,,60,0.4
Australia,1981,THYROID,P,,,61,0.4
Australia,1982,THYROID,P,363,2.4,73,0.5
Australia,1983,THYROID,P,417,2.7,76,0.5
Australia,1984,THYROID,P,407,2.6,72,0.5
Australia,1985,THYROID,P,410,2.6,65,0.4
Australia,1986,THYROID,P,424,2.6,67,0.4
Australia,1987,THYROID,P,457,2.8,74,0.5
Australia,1988,THYROID,P,475,2.9,69,0.4
Australia,1989,THYROID,P,484,2.9,62,0.4
Australia,1990,THYROID,P,531,3.1,84,0.5
Australia,1991,THYROID,P,573,3.3,59,0.3
Australia,1992,THYROID,P,686,3.9,82,0.5
Australia,1993,THYROID,P,676,3.8,78,0.4
Australia,1994,THYROID,P,728,4.1,65,0.4
Australia,1995,THYROID,P,813,4.5,63,0.3
Australia,1996,THYROID,P,896,4.9,72,0.4
Australia,1997,THYROID,P,871,4.7,73,0.4
Australia,1998,THYROID,P,990,5.3,66,0.4
Australia,1999,THYROID,P,"1,014",5.4,81,0.4
Australia,2000,THYROID,P,"1,068",5.6,90,0.5
Australia,2001,THYROID,P,"1,206",6.3,88,0.5
Australia,2002,THYROID,P,"1,214",6.2,100,0.5
Australia,2003,THYROID,P,"1,415",7.2,86,0.4
Australia,2004,THYROID,P,"1,512",7.6,93,0.5
Australia,2005,THYROID,P,"1,617",8.0,91,0.5
Australia,2006,THYROID,P,"1,671",8.2,114,0.6
Australia,2007,THYROID,P,"1,815",8.7,100,0.5
Australia,2008,THYROID,P,"2,015",9.5,108,0.5
Australia,2009,THYROID,P,"2,078",9.6,129,0.6
Australia,2010,THYROID,P,"2,285",10.4,116,0.5
Australia,2011,THYROID,P,"2,406",10.8,112,0.5
Australia,2012,THYROID,P,"2,529",11.1,130,0.6
Australia,2013,THYROID,P,"2,778",12.0,137,0.6
Australia,2014,THYROID,P,"2,693",11.5,127,0.5
Australia,2015,THYROID,P,,,145,0.6
Australia,1968,TONGUE,M,,,62,1.0
Australia,1969,TONGUE,M,,,55,0.9
Australia,1970,TONGUE,M,,,69,1.1
Australia,1971,TONGUE,M,,,51,0.8
Australia,1972,TONGUE,M,,,58,0.9
Australia,1973,TONGUE,M,,,62,0.9
Australia,1974,TONGUE,M,,,82,1.2
Australia,1975,TONGUE,M,,,92,1.3
Australia,1976,TONGUE,M,,,57,0.8
Australia,1977,TONGUE,M,,,62,0.9
Australia,1978,TONGUE,M,,,65,0.9
Australia,1979,TONGUE,M,,,93,1.3
Australia,1980,TONGUE,M,,,87,1.2
Australia,1981,TONGUE,M,,,85,1.1
Australia,1982,TONGUE,M,199,2.6,87,1.1
Australia,1983,TONGUE,M,196,2.5,107,1.4
Australia,1984,TONGUE,M,197,2.5,116,1.5
Australia,1985,TONGUE,M,221,2.8,128,1.6
Australia,1986,TONGUE,M,209,2.6,110,1.4
Australia,1987,TONGUE,M,209,2.6,107,1.3
Australia,1988,TONGUE,M,226,2.7,124,1.5
Australia,1989,TONGUE,M,238,2.8,113,1.3
Australia,1990,TONGUE,M,224,2.6,128,1.5
Australia,1991,TONGUE,M,243,2.8,115,1.3
Australia,1992,TONGUE,M,257,3.0,116,1.3
Australia,1993,TONGUE,M,268,3.1,116,1.3
Australia,1994,TONGUE,M,241,2.7,120,1.4
Australia,1995,TONGUE,M,281,3.1,124,1.4
Australia,1996,TONGUE,M,265,2.9,135,1.5
Australia,1997,TONGUE,M,283,3.1,89,1.0
Australia,1998,TONGUE,M,281,3.0,128,1.4
Australia,1999,TONGUE,M,285,3.1,110,1.2
Australia,2000,TONGUE,M,306,3.2,102,1.1
Australia,2001,TONGUE,M,291,3.0,106,1.1
Australia,2002,TONGUE,M,332,3.4,127,1.3
Australia,2003,TONGUE,M,345,3.5,120,1.2
Australia,2004,TONGUE,M,339,3.4,105,1.1
Australia,2005,TONGUE,M,319,3.2,103,1.0
Australia,2006,TONGUE,M,368,3.6,101,1.0
Australia,2007,TONGUE,M,399,3.9,131,1.3
Australia,2008,TONGUE,M,419,4.0,122,1.2
Australia,2009,TONGUE,M,413,3.8,121,1.1
Australia,2010,TONGUE,M,470,4.3,139,1.3
Australia,2011,TONGUE,M,514,4.6,123,1.1
Australia,2012,TONGUE,M,522,4.6,125,1.1
Australia,2013,TONGUE,M,619,5.4,150,1.3
Australia,2014,TONGUE,M,608,5.2,133,1.1
Australia,2015,TONGUE,M,,,162,1.4
Australia,1968,TONGUE,F,,,33,0.6
Australia,1969,TONGUE,F,,,28,0.5
Australia,1970,TONGUE,F,,,24,0.4
Australia,1971,TONGUE,F,,,36,0.6
Australia,1972,TONGUE,F,,,37,0.6
Australia,1973,TONGUE,F,,,32,0.5
Australia,1974,TONGUE,F,,,31,0.5
Australia,1975,TONGUE,F,,,30,0.4
Australia,1976,TONGUE,F,,,31,0.4
Australia,1977,TONGUE,F,,,32,0.5
Australia,1978,TONGUE,F,,,30,0.4
Australia,1979,TONGUE,F,,,35,0.5
Australia,1980,TONGUE,F,,,46,0.6
Australia,1981,TONGUE,F,,,27,0.4
Australia,1982,TONGUE,F,87,1.1,38,0.5
Australia,1983,TONGUE,F,88,1.1,39,0.5
Australia,1984,TONGUE,F,90,1.2,57,0.7
Australia,1985,TONGUE,F,93,1.2,42,0.5
Australia,1986,TONGUE,F,92,1.1,43,0.5
Australia,1987,TONGUE,F,106,1.3,52,0.6
Australia,1988,TONGUE,F,100,1.2,44,0.5
Australia,1989,TONGUE,F,110,1.3,42,0.5
Australia,1990,TONGUE,F,112,1.3,49,0.6
Australia,1991,TONGUE,F,119,1.4,56,0.6
Australia,1992,TONGUE,F,117,1.3,46,0.5
Australia,1993,TONGUE,F,103,1.2,56,0.6
Australia,1994,TONGUE,F,130,1.5,53,0.6
Australia,1995,TONGUE,F,121,1.3,47,0.5
Australia,1996,TONGUE,F,134,1.5,59,0.6
Australia,1997,TONGUE,F,163,1.8,48,0.5
Australia,1998,TONGUE,F,149,1.6,40,0.4
Australia,1999,TONGUE,F,150,1.6,60,0.6
Australia,2000,TONGUE,F,143,1.5,64,0.7
Australia,2001,TONGUE,F,157,1.6,60,0.6
Australia,2002,TONGUE,F,144,1.5,58,0.6
Australia,2003,TONGUE,F,150,1.5,58,0.6
Australia,2004,TONGUE,F,178,1.8,47,0.5
Australia,2005,TONGUE,F,175,1.7,45,0.4
Australia,2006,TONGUE,F,163,1.6,50,0.5
Australia,2007,TONGUE,F,196,1.9,52,0.5
Australia,2008,TONGUE,F,175,1.6,60,0.6
Australia,2009,TONGUE,F,210,1.9,61,0.6
Australia,2010,TONGUE,F,232,2.1,60,0.5
Australia,2011,TONGUE,F,229,2.0,45,0.4
Australia,2012,TONGUE,F,260,2.3,84,0.7
Australia,2013,TONGUE,F,268,2.3,69,0.6
Australia,2014,TONGUE,F,249,2.1,67,0.6
Australia,2015,TONGUE,F,,,79,0.7
Australia,1968,TONGUE,P,,,95,0.8
Australia,1969,TONGUE,P,,,83,0.7
Australia,1970,TONGUE,P,,,93,0.7
Australia,1971,TONGUE,P,,,87,0.7
Australia,1972,TONGUE,P,,,95,0.7
Australia,1973,TONGUE,P,,,94,0.7
Australia,1974,TONGUE,P,,,113,0.8
Australia,1975,TONGUE,P,,,122,0.9
Australia,1976,TONGUE,P,,,88,0.6
Australia,1977,TONGUE,P,,,94,0.7
Australia,1978,TONGUE,P,,,95,0.7
Australia,1979,TONGUE,P,,,128,0.9
Australia,1980,TONGUE,P,,,133,0.9
Australia,1981,TONGUE,P,,,112,0.8
Australia,1982,TONGUE,P,286,1.9,125,0.8
Australia,1983,TONGUE,P,284,1.8,146,0.9
Australia,1984,TONGUE,P,287,1.8,173,1.1
Australia,1985,TONGUE,P,314,2.0,170,1.1
Australia,1986,TONGUE,P,301,1.9,153,1.0
Australia,1987,TONGUE,P,315,1.9,159,1.0
Australia,1988,TONGUE,P,326,2.0,168,1.0
Australia,1989,TONGUE,P,348,2.1,155,0.9
Australia,1990,TONGUE,P,336,2.0,177,1.0
Australia,1991,TONGUE,P,362,2.1,171,1.0
Australia,1992,TONGUE,P,374,2.1,162,0.9
Australia,1993,TONGUE,P,371,2.1,172,1.0
Australia,1994,TONGUE,P,371,2.1,173,1.0
Australia,1995,TONGUE,P,402,2.2,171,0.9
Australia,1996,TONGUE,P,399,2.2,194,1.1
Australia,1997,TONGUE,P,446,2.4,137,0.7
Australia,1998,TONGUE,P,430,2.3,168,0.9
Australia,1999,TONGUE,P,435,2.3,170,0.9
Australia,2000,TONGUE,P,449,2.4,166,0.9
Australia,2001,TONGUE,P,448,2.3,166,0.9
Australia,2002,TONGUE,P,476,2.4,185,0.9
Australia,2003,TONGUE,P,495,2.5,178,0.9
Australia,2004,TONGUE,P,517,2.6,152,0.8
Australia,2005,TONGUE,P,494,2.4,148,0.7
Australia,2006,TONGUE,P,531,2.6,151,0.7
Australia,2007,TONGUE,P,595,2.9,183,0.9
Australia,2008,TONGUE,P,594,2.8,182,0.9
Australia,2009,TONGUE,P,623,2.9,182,0.8
Australia,2010,TONGUE,P,702,3.2,199,0.9
Australia,2011,TONGUE,P,743,3.3,168,0.8
Australia,2012,TONGUE,P,782,3.4,209,0.9
Australia,2013,TONGUE,P,887,3.8,219,0.9
Australia,2014,TONGUE,P,856,3.6,200,0.9
Australia,2015,TONGUE,P,,,241,1.0
